id,brand,model,version,year,km,sell_price,purchase_price
49164,KYMCO,X CITING,400,2014,20000,   2890.0,
49169,HONDA,CBR,600 RR,2006,40000,   3990.0,
49174,YAMAHA,XT,660 R,2006,30063,   3490.0, 2400.0
49188,HONDA,NC,750X,2016,35500,   5490.0, 4000.0
49194,MOTO GUZZI,V 7,CLASSIC,2014,30000,   4990.0, 4100.0
49195,KTM,RC,390,2014,30000,   3290.0,
49198,HONDA,[*AJ*] CBR,600 F ABS,2012,60000,   3790.0,
49200,SUZUKI,[*AJ*] GSX-S,750Z,2018,20000,   6790.0,
49203,YAMAHA,TRACER,900,2015,43000,   7390.0, 6100.0
49209,YAMAHA,TRICITY,125,2015,50000,   1890.0,
49214,SUZUKI,V-STROM,1000,2015,80000,   6590.0,
49217,PIAGGIO,BEVERLY,350,2012,30000,   2890.0,
49218,KYMCO,SUPER DINK,125,2017,40000,   1990.0,
49228,HONDA,[*AJ*] FORZA,125,2017,30000,   3490.0,
49234,VESPA,GTS,250,2006,30000,   2490.0,
49247,BMW,K,1200 R,2006,60000,   4990.0,
49254,HONDA,CBR,900 RR Fireblade,2003,60000,   3590.0,
49255,KAWASAKI,VULCAN,S,2016,20000,   5590.0, 4800.0
49258,HONDA,SH,300,2015,20000,   3490.0, 2600.0
49267,KAWASAKI,Z,800,2014,10000,   5790.0,
49275,HONDA,SH,125 MODE,2016,10000,   2790.0,
49285,SUZUKI,V-STROM,650,2006,60000,   3190.0,
49288,DAELIM,S3,125 FI,2012,20000,   1990.0,
49290,HONDA,CB,500 X,2021,10000,   6290.0,
49302,HONDA,SH,150,2013,10000,   1790.0,
49303,YAMAHA,FZ6,N,2005,50000,   2290.0,
49304,BENELLI,BN,125,2018,15154,   2190.0, 1450.0
49309,YAMAHA,TRACER,700,2018,16700,   6390.0, 5500.0
49310,YAMAHA,X-ENTER,125,2020,20000,   2190.0,
49312,MACBOR,MONTANA,XR1 125,2019,10000,   2790.0,
49318,YAMAHA,MT,07,2019,20000,   5790.0,
49324,PIAGGIO,BEVERLY,300,2016,30000,   2390.0,
49328,KAWASAKI,Z,750,2010,43000,   3590.0, 2600.0
49337,HARLEY DAVIDSON,SPORTSTER,XL 1200,2006,20000,   8290.0,
49338,HARLEY DAVIDSON,DYNA,SWITCHBACK,2013,10000,  13290.0,
49339,YAMAHA,YZF,R 125,2018,2074,   3890.0, 3000.0
49343,BENELLI,BN,125,2020,9953,   2190.0, 1200.0
49354,YAMAHA,TRACER,700,2016,20000,   6290.0, 5600.0
49373,SYM,[*AJ*] JOYMAX,300 START&STOP ABS,2017,40000,   2290.0,
49374,HONDA,CBR,125 R,2005,30000,   1190.0,
49378,BMW,R,NINET,2019,10000,  12990.0,12000.0
49383,BENELLI,TRK,502,2021,10000,   5090.0,
49391,SYM,SYMPHONY,125,2018,20000,   1490.0,
49405,KYMCO,X CITING,400 S,2021,10000,   4990.0,
49407,SUZUKI,HAYABUSA,HAYABUSA,2015,40000,   8490.0,
49411,BMW,F,650 GS,2009,80000,   4490.0, 3500.0
49413,HONDA,SH,125,2008,30000,   1790.0,
49414,BMW,F,850 GS,2019,10551,  11190.0, 9400.0
49415,HONDA,NC,750X,2019,30000,   6590.0,
49423,SUZUKI,V-STROM,650,2020,22892,   7490.0, 6020.0
49429,YAMAHA,FJR,1300,2001,60000,   3790.0,
49433,SUZUKI,[*AJ*] GSX,R 600,2010,40000,   5190.0,
49436,Honda,[*AJ*] Crf 1000 adventure Sport,DCT,2019,30000,  11790.0,
49437,SUZUKI,BURGMAN,400,2012,40000,   2990.0,
49451,MOTOR HISPANIA,BOGGA,125,2021,10000,   1790.0,
49464,HONDA,CB,500,2001,50000,   1290.0,
49471,KYMCO,SUPER DINK,350,2020,10000,   4990.0,
49473,BENELLI,LEONCINO,500,2020,10000,   4990.0,
49477,HARLEY DAVIDSON,SPORTSTER,1200 CUSTOM,2009,30000,   8590.0,
49485,SUZUKI,V-STROM,650,2012,80000,   4290.0,
49486,BMW,F,800 R,2017,20000,   5990.0,
49491,YAMAHA,FJR,1300,2007,50000,   6690.0,
49492,KAWASAKI,Z,900,2018,10000,  12290.0,
49493,KAWASAKI,Z,900,2021,1786,   8290.0, 7400.0
49499,YAMAHA,D'ELIGHT,125,2020,10000,   2090.0,
49505,VESPA,LX,50,2011,10000,   1190.0,
49515,YAMAHA,NMAX,125CC,2022,10000,   2590.0,
49520,YAMAHA,MT,07,2019,10000,   5890.0,
49529,KYMCO,K-XCT,125,2016,30000,   1990.0,
49535,KAWASAKI,Z,900,2021,10000,   8290.0, 7500.0
49540,DUCATI,MONSTER,797,2019,23034,   6490.0, 5500.0
49544,TRIUMPH,BONNEVILLE,900,2011,18179,   5790.0, 4700.0
49549,HONDA,CB,1000 R,2010,80000,   3690.0,
49551,Hanway,Furius,50cc,2020,10000,   1990.0, 1300.0
49557,SUZUKI,SV,650,2002,60000,   1690.0,
49563,KTM,RC,390,2021,10000,   4990.0,
49564,HONDA,PCX,125,2020,10000,   2790.0,
49565,KYMCO,SUPER DINK,125,2014,20000,   1590.0,
49567,Hyosung,Aquila,250 i,2009,20000,    990.0,
49568,KYMCO,SUPER DINK,125,2015,20000,   1990.0,
49574,SYM,SYMPHONY,125,2017,23058,   1690.0, 1000.0
49579,SUZUKI,ADRESS,110,2017,20000,   1590.0,
49580,DUCATI,[*AJ*] MONSTER,S2R 800,2006,50000,   2990.0,
49586,KAWASAKI,ZZR,1400,2017,10000,   8490.0,
49587,BMW,[*AJ*] R,1200 GS RALLYE,2019,10000,  17590.0,
49590,HONDA,PASSION,125 IE,2007,20000,   1290.0,  850.0
49591,SYM,GTS,125 EVO,2012,20000,   1190.0,
49596,Royal Alloy,GP 125 S,GP 125 refrigeración líquida,2019,10000,   3090.0,
49598,SUZUKI,BURGMAN,125,2007,40000,   1390.0,  600.0
49599,BMW,F,800 GS,2018,60000,   8290.0,
49605,BMW,R,1150 R,2006,50000,   4490.0,
49606,YAMAHA,MT,03,2017,10000,   4190.0,
49609,SUZUKI,[*AJ*] V-STROM,650,2005,18211,   4450.0, 3900.0
49611,BMW,K,1200 S,2005,80000,   3500.0,
49624,DUCATI,MONSTER 696,NAKED,2008,28000,   4190.0, 3200.0
49629,YAMAHA,TRACER,900,2018,30000,   8690.0,
49631,BMW,K,1600GTL,2021,10000,  25990.0,
49632,FK Motors,Street scrambler,Scrambler,2021,10000,   1390.0,
49644,HONDA,FORZA,250,2009,10000,   1790.0,
49656,YAMAHA,[*AJ*] YZF,R6 R,2006,30000,   6390.0,
49665,HONDA,CBR,600 RR,2007,38000,   4890.0, 4000.0
49675,KYMCO,SUPER DINK,300,2011,20000,   2190.0,
49679,KTM,[*AJ*] DUKE,790,2020,20000,   6590.0,
49680,YAMAHA,[*AJ*] X-MAX,400 ABS,2015,30000,   3890.0,
49683,BMW,C,650 SPORT,2017,30000,   5390.0,
49686,PIAGGIO,LIBERTY,50,2020,10000,   1890.0, 1400.0
49687,YAMAHA,FZ6,N,2009,30000,   2490.0,
49693,SUZUKI,BANDIT,650 S,2006,60000,   2190.0,
49701,BMW,F,700 GS,2013,80000,   5790.0,
49703,KAWASAKI,Z,900,2018,20000,   6790.0,
49706,YAMAHA,YZF,R 6,2005,40000,   3990.0,
49713,SUZUKI,INTRUDER,C 800,2006,60000,   3790.0,
49714,KTM,EXC,450 SIX DAYS,2019,10000,   7990.0,
49720,KAWASAKI,Z,650,2017,10000,   4790.0,
49725,HONDA,CBF,600 S,2009,20000,   3490.0,
49728,BMW,F,700 GS,2013,40000,   5690.0,
49729,SUZUKI,[*AJ*] V-STROM,650 ABS,2013,40000,   4990.0,
49733,PIAGGIO,LIBERTY,125,2010,10000,   1490.0,
49735,SUZUKI,GSX,650 F,2008,30000,   3390.0,
49736,SUZUKI,V-STROM,650,2019,10000,   7990.0,
49741,HONDA,CB,650R,2020,6500,   6990.0, 6000.0
49746,YAMAHA,MAJESTY,400,2009,20000,   2990.0,
49758,DUCATI,SCRAMBLER,ICON,2017,20000,   6490.0, 4800.0
49761,KAWASAKI,ELIMINATOR,125,2006,30000,   1390.0,  550.0
49765,YAMAHA,XJ6,600  DIVERSION S,2011,20000,   4890.0,
49767,HONDA,[*AJ*] CBF,600 S,2004,40000,   1990.0,
49768,SYM,MAXSYM,400,2021,10000,   5890.0,
49783,HONDA,TRANSALP,XL 700 V,2016,40000,   4990.0,
49785,YAMAHA,MAJESTY,125,2014,11922,   2290.0, 1500.0
49788,BMW,G,650 GS,2014,30000,   4890.0,
49797,SUZUKI,GSR,600,2010,30000,   2790.0,
49800,MOTO GUZZI,V 7,CLASSIC,2016,20000,   5390.0,
49802,YAMAHA,X-MAX,125,2020,20000,   4090.0,
49809,KEEWAY,RKS,125,2019,10000,   1490.0,
49813,KAWASAKI,VN,900 CLASSIC,2013,10000,   6490.0,
49817,PIAGGIO,LIBERTY,50,2019,10000,   1890.0,
49818,BMW,F,750 GS,2021,10000,  11290.0,
49819,HARLEY DAVIDSON,TOURING,ROAD KING,2005,30000,  11580.0,10000.0
49823,SUZUKI,GSX,R 1000,2001,30000,   2890.0,
49824,DAELIM,DAYSTAR,125 FI,2014,20000,   1490.0,
49825,YAMAHA,T-MAX,530,2018,20000,   9390.0,
49832,HONDA,CBF,600 S,2010,40000,   3490.0,
49836,MASH,TWO FIFTY,QM250-2X /250 /1,2017,10000,   1490.0,
49837,KYMCO,[*AJ*] AK,550,2019,30000,   5490.0,
49845,KAWASAKI,ELIMINATOR,125,2006,20000,   1790.0,
49848,SYM,MAXSYM,600,2019,30000,   4090.0,
49853,HONDA,CB,500 X,2015,30000,   4290.0,
49857,KEEWAY,[*AJ*] RKV,125,2015,20000,   1390.0,  850.0
49866,KYMCO,SUPER DINK,300,2011,40000,   1990.0, 1300.0
49869,Honda,Cbr,954rr,2001,50000,   3390.0,
49871,VESPA,GTS,125,2018,10000,   3290.0,
49874,KAWASAKI,VERSYS,650,2010,40000,   3990.0, 2800.0
49879,HONDA,SH,125,2020,20000,   2690.0,
49882,KAWASAKI,Z,650,2019,10000,   4890.0,
49886,PEUGEOT,TWEET,125,2021,10000,   1990.0,
49898,YAMAHA,XVS,1100 DRAG STAR,2008,40000,   4990.0,
49900,SYM,JOYMAX,125,2021,10000,   3290.0,
49910,BMW,[*AJ*] R,850 R,2003,80000,   2690.0,
49919,BMW,C,600 SPORT,2013,60000,   3890.0,
49921,BMW,F,800 GS,2011,60000,   6490.0,
49922,KEEWAY,VIESTE,125,2020,10000,   2390.0,
49923,KAWASAKI,ER,6N,2014,30000,   3990.0,
49925,SUZUKI,BURGMAN,125,2020,10000,   3190.0,
49927,SUZUKI,V-STROM,650,2009,80000,   3890.0, 2500.0
49928,DUCATI,MONSTER,S2R 800,2006,30000,   3290.0,
49930,KAWASAKI,Z,900,2021,10000,   8290.0,
49931,PIAGGIO,MEDLEY,125,2018,10000,   2490.0,
49932,DUCATI,SUPERSPORT,S,2021,8500,  13790.0,12100.0
49933,YAMAHA,TENERE,700,2021,1548,  10590.0, 8500.0
49934,YAMAHA,TRACER,900,2022,10000,  11490.0,
49941,KAWASAKI,Z,650,2021,10000,   5890.0,
49942,BMW,K,1200 GT,2006,50000,   6390.0,
49943,HONDA,CBR,600 RR,2006,40000,   3390.0, 2400.0
49946,SUZUKI,BANDIT,650,2007,80000,   1790.0,
49950,BMW,F,800 ST,2009,60000,   3990.0,
49956,HARLEY DAVIDSON,SPORTSTER,FORTY EIGHT 1200,2018,5700,  12790.0,11000.0
49957,HONDA,CBF,600 S,2008,40000,   2990.0,
49958,Can am,Ryker,Rally,2021,10000,  12900.0,
49961,KYMCO,AK,550,2019,30000,   6190.0, 5200.0
49972,YAMAHA,X-MAX,125,2022,10000,   4490.0,
49973,KAWASAKI,Z,650,2018,10000,   4990.0,
49977,YAMAHA,[*AJ*] MT,09 SP,2020,20000,   8990.0,
49980,SUZUKI,INTRUDER,C 800,2010,30000,   4990.0,
49982,HARLEY DAVIDSON,SPORTSTER,1200 SPORT,2008,20000,   5590.0,
49983,KYMCO,[*AJ*] SUPER DINK,300 I,2010,30000,   1790.0,
49984,VESPA,PRIMAVERA,50,2017,10000,   1890.0,
49987,YAMAHA,[*AJ*] T-MAX,530 ABS,2019,20000,   9490.0,
49991,KTM,ADVENTURE,390,2021,10000,   5590.0,
49993,KAWASAKI,NINJA,ZX 10R ABS,2019,18575,  13890.0,12000.0
50000,KTM,ADVENTURE,1050,2016,40000,   8590.0,
50007,HONDA,CBR,600 RR,2007,50000,   3390.0,
50012,KEEWAY,RKV,125,2014,10000,   1390.0,
50017,HONDA,CMX,500 REBEL,2018,30000,   4690.0,
50018,YAMAHA,YZF,R 6,2007,50000,   5390.0,
50019,KYMCO,K-XCT,125,2015,10000,   2490.0,
50027,HARLEY DAVIDSON,TOURING,ELECTRA GILDE ULTRA CLASSIC,2006,86700,  15590.0,13500.0
50033,PEUGEOT,TWEET,50,2021,1500,   1990.0, 1000.0
50035,KTM,EXC,250 F,2018,10000,   6550.0,
50038,SUZUKI,GSX,R 600,2009,50000,   4390.0,
50041,SYM,JET,125,2019,10000,   2000.0,
50051,SUZUKI,INTRUDER,125,2007,10000,   2190.0,
50052,BETA,RR,350 4T,2020,10000,   6790.0,
50059,BMW,C,650 GT,2020,10000,   9290.0,
50061,HONDA,[*AJ*] PAN-EUROPEAN,ST 1300,2004,80000,   4590.0,
50064,YAMAHA,FZ6,N,2006,50000,   2590.0,
50071,BMW,F,800 ST,2010,20000,   4290.0,
50074,HARLEY DAVIDSON,SPORTSTER,883,2004,50000,   5490.0,
50076,KAWASAKI,ZX,6R,2007,50000,   4090.0,
50085,KAWASAKI,ER,6N,2012,50000,   3190.0,
50096,KTM,DUKE,125,2021,10000,   4190.0,
50100,YAMAHA,NMAX,125CC,2020,10000,   2690.0,
50103,BMW,F,800 ST,2006,80000,   2190.0,
50105,BMW,F,900 R,2021,20000,   8990.0,
50112,SYM,CRUISYM,125,2020,10000,   3390.0,
50117,KEEWAY,RKV,125,2016,10000,   1590.0,
50118,KYMCO,[*AJ*] AK,550,2019,20000,   6590.0,
50120,YAMAHA,TRICITY,300,2021,10000,   7390.0,
50123,PIAGGIO,BEVERLY,400,2009,10000,   2590.0,
50129,BMW,F,800 R,2019,10000,   6990.0,
50132,BMW,F,800 R,2019,20000,   6790.0,
50133,YAMAHA,T-MAX,500,2008,20000,   3990.0,
50134,YAMAHA,TENERE,700,2020,1000,  10490.0, 9000.0
50135,HONDA,SH,125,2007,34000,   1390.0,  400.0
50136,YAMAHA,FZ6,N,2008,50000,   3190.0,
50140,YAMAHA,TRACER,900,2019,31600,   9490.0, 8300.0
50148,APRILIA,SR,50,2019,10000,   1490.0,
50149,BMW,R,1200 GS ADVENTURE,2006,50000,   9990.0,
50153,HONDA,[*AJ*] FORZA,125,2019,20000,   3490.0,
50154,YAMAHA,X-MAX,400,2015,20000,   4190.0,
50158,HONDA,CBF,125,2021,10000,   2290.0,
50171,SUZUKI,V-STROM,650,2007,60000,   3990.0,
50177,HONDA,FORZA,125,2022,10000,   4490.0,
50178,YAMAHA,TENERE,700,2020,3500,   9990.0, 8700.0
50179,KAWASAKI,NINJA,ZX 6R,2006,80000,   3290.0,
50183,KAWASAKI,VERSYS,650,2006,50000,   2990.0,
50185,Suzuki,Bandit,600 f,2004,50000,   1990.0,
50186,HONDA,CB,500 F,2014,50000,   3490.0,
50192,KYMCO,SUPER DINK,125,2018,10000,   2790.0,
50197,BMW,[*AJ*] K,1200 GT,2009,80000,   7690.0,
50200,KAWASAKI,[*AJ*] VERSYS,1000,2018,60000,   8590.0,
50208,YAMAHA,[*AJ*] YZF,R 125,2018,10000,   3890.0,
50218,SYM,FIDLE II,125 S,2013,20000,   1190.0,
50219,HONDA,CB,125 R,2020,10000,   3790.0,
50223,HONDA,INTEGRA,INTEGRA,2019,20000,   7190.0,
50225,APRILIA,COMPAY,50 CUSTOM,2009,10000,   1190.0,
50230,KAWASAKI,Z,125,2019,10000,   3290.0,
50234,HONDA,VARADERO,XL 125,2006,30000,   2290.0, 1500.0
50236,SUZUKI,GSR,600,2010,30000,   2990.0,
50243,DUCATI,MONSTER,797,2018,20000,   6390.0,
50246,BMW,C,600 SPORT,2013,43497,   4790.0, 3800.0
50258,KYMCO,[*AJ*] AGILITY,CITY 125,2015,20000,   1290.0,
50261,YAMAHA,T-MAX,500,2009,60000,   4690.0,
50263,HONDA,GOLDWING,GOLDWING,2008,50000,  13990.0,
50265,BMW,R,1200 R,2008,40000,   6190.0,
50270,KAWASAKI,Z,900,2019,10000,   6790.0,
50273,BENELLI,TRK,502,2017,20000,   4290.0,
50275,HONDA,SH,125,2015,40000,   1790.0,
50276,PEUGEOT,KISBEE,50,2019,4649,   1790.0,  700.0
50279,HONDA,[*AJ*] CB,650F,2016,30000,   5690.0,
50280,YAMAHA,TRACER,900,2019,10000,   8790.0,
50285,HONDA,CB,500 X,2016,40000,   4490.0,
50287,HONDA,CB,600 F HORNET,2008,20000,   3590.0,
50289,KTM,DUKE,125,2008,21156,   2590.0, 1500.0
50292,BMW,F,650 GS,2006,50000,   3190.0,
50293,KYMCO,GRAND DINK,125,2018,10000,   2490.0,
50294,HUSQVARNA,SVARTPILEN,701,2019,10000,   6190.0,
50303,SYM,[*AJ*] SYMPHONY,125 SR,2015,30000,   1190.0,
50311,YAMAHA,MT,125,2020,10000,   4690.0,
50314,KYMCO,SUPER DINK,300,2010,30000,   2190.0,
50317,SYM,JOYMAX,300,2013,30000,   2290.0,
50319,YAMAHA,FZ6,N,2007,40000,   2690.0,
50321,SUZUKI,BANDIT,650 S,2006,34129,   3190.0, 2000.0
50329,BMW,F,800 GT,2018,28457,   7190.0, 6000.0
50333,PIAGGIO,MP3,300,2016,17580,   4290.0, 3100.0
50343,YAMAHA,T-MAX,500,2007,50000,   3290.0,
50346,KEEWAY,SUPERLIGHT,125,2021,10000,   1990.0,
50347,HONDA,DEAUVILLE,NT 700,2007,80000,   3190.0,
50365,HONDA,CB,500 X,2014,80000,   3590.0,
50372,SUZUKI,GSX,R 600,2007,30000,   4790.0,
50377,BENELLI,TRK,502,2021,10000,   5590.0,
50383,BETA,RR,T 50X SERIES,2018,10000,   2990.0,
50397,SUZUKI,GSX,650 F,2010,50000,   3490.0,
50399,HONDA,FORZA,125,2019,20000,   3790.0,
50404,MOTO GUZZI,V 7,CLASSIC,2019,10000,   6990.0,
50405,KEEWAY,MATRIX,125,2018,10000,   1490.0,
50406,BMW,C,400 X,2019,10000,   5690.0,
50409,KAWASAKI,NINJA,400,2018,30000,   4590.0,
50411,KAWASAKI,ER,6N,2008,30000,   2990.0,
50417,YAMAHA,MT,07,2015,20000,   4790.0,
50420,YAMAHA,MT,03,2010,7800,   3190.0, 2000.0
50433,KAWASAKI,VN,900 CLASSIC,2008,30000,   4990.0,
50436,KTM,DUKE,390,2021,10000,   5490.0,
50437,BMW,R,850 R,2005,30000,   4990.0,
50448,SYM,CRUISYM,125,2019,10000,   2790.0,
50449,SUZUKI,BURGMAN,200,2013,40000,   1790.0,
50451,HONDA,CBR,600 RR,2007,60000,   4790.0,
50453,BMW,310,R,2019,40000,   2990.0,
50458,KAWASAKI,ER,6N,2011,52700,   3290.0, 2300.0
50461,KYMCO,SUPER DINK,125,2016,20000,   2190.0,
50464,PEUGEOT,DJANGO,125,2018,10000,   2190.0,
50466,HONDA,CB,125 R,2017,10000,   1990.0,
50473,SUZUKI,GSX,R 600,2006,60000,   4290.0,
50474,BMW,[*AJ*] R,1150 R,2001,80000,   4190.0,
50477,HARLEY DAVIDSON,VRSC,V ROD,2015,17700,  15590.0,10000.0
50481,HARLEY DAVIDSON,SPORTSTER,883 LOW,1999,50000,   4990.0,
50482,HONDA,SH,300,2018,20000,   4290.0,
50484,KYMCO,PEOPLE,125,2019,2248,   2290.0, 1300.0
50485,HONDA,CBF,600 S,2008,40000,   3290.0,
50487,HARLEY DAVIDSON,[*AJ*] VRSC,STREET ROD,2020,10000,   6990.0,
50494,YAMAHA,XJ6,600 DIVERSION N,2013,20000,   3990.0,
50495,Honda,Sh,125mode,2021,877,   2690.0, 1800.0
50497,YAMAHA,V-MAX,V-MAX,2017,80000,   2990.0,
50508,YAMAHA,FZ1,S,2006,60000,   3990.0,
50509,SYM,SYMPHONY,125,2016,10000,   1390.0,
50520,HARLEY DAVIDSON,SPORTSTER,883 CUSTOM,2008,30000,   6590.0,
50521,YAMAHA,NMAX,125CC,2021,10000,   2990.0,
50522,BMW,F,800 S,2008,50000,   2690.0,
50529,SYM,JOYMAX,125,2022,10000,   3990.0,
50532,YAMAHA,FZ6,S,2004,22323,   2490.0, 1500.0
50535,PIAGGIO,X 7,250,2008,50000,   1390.0,
50547,DUCATI,MONSTER,821,2018,20000,   7390.0,
50550,YAMAHA,T-MAX,530,2017,50000,   7990.0,
50551,HARLEY DAVIDSON,SPORTSTER,883 IRON,2008,30000,   6790.0, 5500.0
50557,SUZUKI,SV,650,2016,28226,   4290.0, 3500.0
50559,YAMAHA,T-MAX,500,2006,80000,   2990.0,
50563,TRIUMPH,STREET,TRIPLE,2014,50000,   4490.0,
50569,SYM,FIDLE II,125,2020,10000,   1890.0,
50572,Zontes,T-310,2020,2020,20000,   3390.0,
50574,MOTO GUZZI,V 7,CLASSIC,2017,10000,   6490.0,
50575,BMW,R,1200 GS,2013,60000,  10990.0,
50584,HONDA,SH,300,2010,50000,   2190.0,
50586,KYMCO,[*AJ*] XCITING,400 ABS,2015,40000,   3190.0,
50587,HARLEY DAVIDSON,SPORTSTER,883 R,2009,20000,   7790.0,
50590,BMW,R,1200 GS ADVENTURE,2018,10000,  18990.0,
50591,YAMAHA,TRICITY,300,2021,465,   7790.0, 6800.0
50594,SYM,JOYMAX,125,2017,10000,   2890.0,
50595,SUZUKI,GSX,R 1000,2004,60000,   3990.0,
50596,DUCATI,MONSTER,821,2020,10000,   8690.0,
50599,HARLEY DAVIDSON,SPORTSTER,883 LOW,2011,20000,   7790.0,
50602,KAWASAKI,Z,800,2016,10000,   5990.0,
50603,SYM,CRUISYM,300,2018,14603,   3490.0, 2500.0
50604,SYM,JOYMAX,300,2015,60000,   1690.0,
50607,YAMAHA,T-MAX,530,2018,30000,   8290.0,
50613,HONDA,CB,500 F,2017,30000,   4490.0,
50614,KYMCO,X CITING,400,2019,14970,   4490.0, 3300.0
50615,HONDA,CB,500 F,2018,10000,   5490.0,
50616,YAMAHA,YZF,R 6,2008,20000,   6990.0, 5500.0
50617,BMW,R,1250 GS,2021,20000,  19990.0,
50619,SUZUKI,B-KING,1340,2008,50000,   5490.0,
50628,VESPA,LX,125,2008,28618,   1990.0, 1000.0
50633,BENELLI,TRK,251,2020,10000,   3390.0,
50638,MOTO GUZZI,V 7,CLASSIC,2017,20000,   5990.0,
50639,HARLEY DAVIDSON,SOFTAIL,CUSTOM,2008,60000,  13290.0,
50642,BUELL,LIGHTNING,XB 12 S,2008,40000,   6290.0,
50643,BMW,650,ST,2007,62000,   2490.0, 1200.0
50645,KYMCO,PEOPLE,125,2020,10000,   2290.0,
50648,KAWASAKI,VERSYS,650,2016,27000,   5990.0, 5200.0
50649,HONDA,[*AJ*] CMX,500 REBEL,2019,10000,   5590.0,
50650,YAMAHA,T-MAX,530,2019,10000,   9990.0,
50651,PEUGEOT,SATELIS,300 I,2017,10000,   2490.0,
50657,HONDA,[*AJ*] FORZA,125,2020,10000,   4490.0,
50659,SYM,SYMPHONY,125,2011,30000,   1090.0,
50664,KAWASAKI,ER,6N,2012,40000,   3290.0,
50669,HONDA,VARADERO,XL 1000V,2005,50000,   3990.0,
50670,KYMCO,SUPER DINK,125,2017,30000,   1790.0, 1000.0
50672,HARLEY DAVIDSON,SPORTSTER,FORTY EIGHT 1200,2011,5228,  10490.0, 8550.0
50675,VESPA,LX,125,2008,30000,   1890.0,
50686,BMW,F,800 GS,2009,10000,   7590.0,
50695,SYM,CRUISYM,125,2019,10000,   3490.0,
50698,TRIUMPH,STREET TRIPLE R,R,2020,5329,   9490.0, 8000.0
50701,APRILIA,ATLANTIC,125,2013,30000,   1290.0,
50710,TRIUMPH,TRIDENT,660,2022,10000,   7690.0,
50713,TRIUMPH,[*AJ*] SCRAMBLER,EFI,2021,10000,  10490.0,
50714,TRIUMPH,STREET,TRIPLE,2008,50000,   3490.0,
50736,TRIUMPH,STREET,TRIPLE,2018,10000,   6990.0,
50741,SYM,JOYMAX,300,2012,20000,   4990.0,
50744,BMW,[*AJ*] R,1200 GS,2016,60000,  12590.0,
50746,YAMAHA,XV,950,2016,30000,   6490.0,
50749,SUZUKI,BANDIT,650 S,2004,80000,   1990.0,
50761,KEEWAY,MATRIX,125,2018,10000,   1190.0,
50762,KYMCO,K-XCT,125,2016,30000,   2290.0,
50765,YAMAHA,XT,660 R,2006,30000,   3990.0,
50781,KYMCO,SUPER DINK,300,2016,10000,   3190.0,
50795,SYM,MAXSYM,400,2013,15000,   3490.0, 2000.0
50799,PIAGGIO,LIBERTY,125,2012,10000,   1390.0,
50807,HONDA,FORZA,300,2016,10000,   2990.0,
50810,YAMAHA,FZ6,N,2005,42000,   2690.0, 1550.0
50818,TRIUMPH,[*AJ*] TIGER,SPORT 1050,2013,80000,   6490.0,
50822,HONDA,INTEGRA,INTEGRA,2016,10000,   7490.0,
50827,YAMAHA,MT,01,2007,20000,   7190.0,
50828,TRIUMPH,STREET,TRIPLE,2013,30000,   4490.0,
50830,Goes,MITT 125 MB CUSTOM,CUSTOM,2020,10000,   2790.0,
50836,HONDA,DEAUVILLE,NT 700,2008,32304,   4990.0, 3500.0
50840,KAWASAKI,J,300,2016,10000,   3390.0,
50842,KYMCO,SUPER DINK,125,2010,6415,   1990.0, 1100.0
50846,HUSQVARNA,VITPILEN,401,2019,10000,   3990.0,
50858,HONDA,CB,650R,2020,10000,   7290.0, 5800.0
50866,HONDA,FORZA,250,2006,30000,   1390.0,
50869,HONDA,AFRICA TWIN,CRF 1100L,2021,10000,  13990.0,
50876,BMW,650,ST,2021,10000,   1990.0,
50882,HONDA,SH,125,2007,50000,   1390.0,
50890,KTM,EXC,300 SIX DAYS,2020,10000,   6990.0,
50894,BENELLI,TRK,502,2020,10000,   5090.0,
50897,SUZUKI,BANDIT,650 S,2003,60000,   1690.0,
50902,TRIUMPH,[*AJ*] TIGER,800,2014,30000,   6990.0,
50905,BMW,R,1200 R,2018,10000,  11290.0,
50906,SUZUKI,V-STROM,650,2018,40000,   6390.0,
50909,YAMAHA,YZF,R 125,2015,20000,   3290.0,
50914,APRILIA,SR,50,2018,10000,   1690.0,
50916,TRIUMPH,TIGER,800,2011,71000,   5990.0, 5000.0
50925,SUZUKI,GSX,R 600,2007,50000,   4190.0,
50934,HONDA,PCX,125,2020,2812,   2690.0, 2200.0
50941,HONDA,AFRICA TWIN,CRF 1000L,2019,10000,  12990.0,
50946,BMW,F,650 GS,2005,30000,   3490.0,
50950,PIAGGIO,[*AJ*] LIBERTY,125 4T,2017,10000,   2190.0,
50953,DUCATI,SCRAMBLER,ICON,2017,10000,   6490.0,
50954,HONDA,FORZA,125,2018,500,   3790.0, 2700.0
50958,YAMAHA,NEOS,50,2018,40000,   1990.0,
50960,HARLEY DAVIDSON,DYNA,STREET BOB,2014,60000,  10290.0,
50961,SUZUKI,[*AJ*] GSX,R 600,2005,50000,   2990.0,
50965,SYM,SYMPHONY,125,2016,30000,   1190.0,
50973,KYMCO,SUPER DINK,125,2019,10000,   3290.0,
50975,YAMAHA,TRACER,900,2020,10000,  11490.0,
50977,KTM,SUPER DUKE,1290,2015,60000,   8290.0,
50980,PEUGEOT,KISBEE,50,2019,10000,   1390.0,
50981,BMW,S,1000 XR,2020,10000,  16490.0,
50983,KAWASAKI,Z,650,2021,20000,   5690.0,
