name,brand,year,fuel,price
Manga MN50   (2004-2016),SUMCO,2013,2,2331
MASTER  MT 125 (2009-2015),SUMCO,2013,2,3707
MASTER  MT 125 (modelo actual),SUMCO,2013,2,8737
MASTER MR125   (modelo actual),SUMCO,2013,2,8311
Mohicano MH125   (modelo actual),SUMCO,2013,2,9510
Mohicano MH250   (2004-2016),SUMCO,2013,2,2043
Rocket  125 (modelo actual),SUMCO,2013,2,9424
Rommi 125   (2010-2016),SUMCO,2013,2,10944
Saiga SD150   (modelo actual),SUMCO,2013,2,5534
Saiga SG125   (2004-2016),SUMCO,2013,2,5876
Streeter ST125   (modelo actual),SUMCO,2013,2,7041
Surf  100 (2004-2015),SUMCO,2013,2,7262
Surf VR125   (2009-2016),SUMCO,2013,2,7757
Surf VR250   (2009-2015),SUMCO,2013,2,8682
TRAVELLER  125 (modelo actual),SUMCO,2013,2,5029
Vita 125   (2013-2016),SUMCO,2013,2,7014
Ceres 125   (2005-2016),SUMCO,2014,2,8416
Chopper MH 250-B   (2010-2016),SUMCO,2014,2,3851
Dingo DG110   (2004-2016),SUMCO,2014,2,4308
Dingo DG125   (2004-2016),SUMCO,2014,2,6149
Junior Cross MR70   (2004-2016),SUMCO,2014,2,6651
Junior Cross MR90   (2004-2016),SUMCO,2014,2,3672
Kira 125 TR   (2004-2016),SUMCO,2014,2,3863
KIRA 250   (2011-2015),SUMCO,2014,2,7840
Kira 250 KR   (2004-2016),SUMCO,2014,2,6812
Kira KR125 SM   (2004-2016),SUMCO,2014,2,3359
Luna LN125   (2004-2016),SUMCO,2014,2,1561
Luna LN50   (modelo actual),SUMCO,2014,2,2743
Manga MA125   (2004-2016),SUMCO,2014,2,6453
Manga MN50   (2004-2016),SUMCO,2014,2,5255
MASTER  MT 125 (2009-2015),SUMCO,2014,2,5224
MASTER  MT 125 (modelo actual),SUMCO,2014,2,5072
MASTER MR125   (modelo actual),SUMCO,2014,2,8457
Mohicano MH125   (modelo actual),SUMCO,2014,2,3908
Mohicano MH250   (2004-2016),SUMCO,2014,2,7309
Rocket  125 (modelo actual),SUMCO,2014,2,10318
Rommi 125   (2010-2016),SUMCO,2014,2,5328
Saiga SD150   (modelo actual),SUMCO,2014,2,2254
Saiga SG125   (2004-2016),SUMCO,2014,2,7969
Streeter ST125   (modelo actual),SUMCO,2014,2,5255
Surf  100 (2004-2015),SUMCO,2014,2,3579
Surf VR125   (2009-2016),SUMCO,2014,2,10048
Surf VR250   (2009-2015),SUMCO,2014,2,8392
TRAVELLER  125 (modelo actual),SUMCO,2014,2,4343
Vita 125   (2013-2016),SUMCO,2014,2,4697
Ace 125   (modelo actual),SUMCO,2015,2,3057
Ceres 125   (2005-2016),SUMCO,2015,2,9063
Chopper MH 250-B   (2010-2016),SUMCO,2015,2,9641
DINGO  125 (modelo actual),SUMCO,2015,2,2958
Dingo DG110   (2004-2016),SUMCO,2015,2,2303
Dingo DG125   (2004-2016),SUMCO,2015,2,9629
Junior Cross MR70   (2004-2016),SUMCO,2015,2,5298
Junior Cross MR90   (2004-2016),SUMCO,2015,2,4058
Kira 125 TR   (2004-2016),SUMCO,2015,2,5320
KIRA 250   (2011-2015),SUMCO,2015,2,2772
Kira 250 KR   (2004-2016),SUMCO,2015,2,4269
Kira KR125 SM   (2004-2016),SUMCO,2015,2,5122
Luna LN125   (2004-2016),SUMCO,2015,2,7325
Luna LN50   (modelo actual),SUMCO,2015,2,3031
Manga MA125   (2004-2016),SUMCO,2015,2,1931
Manga MN50   (2004-2016),SUMCO,2015,2,5679
MASTER  MT 125 (2009-2015),SUMCO,2015,2,2233
MASTER  MT 125 (modelo actual),SUMCO,2015,2,4246
MASTER MR125   (modelo actual),SUMCO,2015,2,2989
Mohicano MH125   (modelo actual),SUMCO,2015,2,3366
Mohicano MH250   (2004-2016),SUMCO,2015,2,8039
Rocket  125 (modelo actual),SUMCO,2015,2,4401
Rommi 125   (2010-2016),SUMCO,2015,2,8804
Saiga SD150   (modelo actual),SUMCO,2015,2,6108
Saiga SG125   (2004-2016),SUMCO,2015,2,9806
S-Force  50 2t (modelo actual),SUMCO,2015,2,2376
S-Joy  50 4t (modelo actual),SUMCO,2015,2,4007
S-Power  50 2t (modelo actual),SUMCO,2015,2,9108
Streeter ST125   (modelo actual),SUMCO,2015,2,9827
Surf  100 (2004-2015),SUMCO,2015,2,10731
Surf VR125   (2009-2016),SUMCO,2015,2,9049
Surf VR250   (2009-2015),SUMCO,2015,2,4349
TRAVELLER  125 (modelo actual),SUMCO,2015,2,6472
Vita 125   (2013-2016),SUMCO,2015,2,2320
X3  50 4t (modelo actual),SUMCO,2015,2,6540
Ace 125   (modelo actual),SUMCO,2016,2,6588
Ceres 125   (2005-2016),SUMCO,2016,2,9631
Chopper MH 250-B   (2010-2016),SUMCO,2016,2,7105
DINGO  125 (modelo actual),SUMCO,2016,2,4688
Dingo DG110   (2004-2016),SUMCO,2016,2,6556
Dingo DG125   (2004-2016),SUMCO,2016,2,10968
Junior Cross MR70   (2004-2016),SUMCO,2016,2,7461
Junior Cross MR90   (2004-2016),SUMCO,2016,2,9923
KIRA  125 (modelo actual),SUMCO,2016,2,2663
Kira 125 TR   (2004-2016),SUMCO,2016,2,10234
Kira 250 KR   (2004-2016),SUMCO,2016,2,8163
KIRA 250 SM   (modelo actual),SUMCO,2016,2,1731
Kira KR125 SM   (2004-2016),SUMCO,2016,2,5999
Luna LN125   (2004-2016),SUMCO,2016,2,4416
Luna LN50   (modelo actual),SUMCO,2016,2,6282
Manga MA125   (2004-2016),SUMCO,2016,2,9379
Manga MN50   (2004-2016),SUMCO,2016,2,10972
MASTER  MT 125 (modelo actual),SUMCO,2016,2,4862
MASTER MR125   (modelo actual),SUMCO,2016,2,3116
Mohicano MH125   (modelo actual),SUMCO,2016,2,6075
Mohicano MH250   (2004-2016),SUMCO,2016,2,2965
Rocket  125 (modelo actual),SUMCO,2016,2,3792
Rommi 125   (2010-2016),SUMCO,2016,2,2244
Saiga SD150   (modelo actual),SUMCO,2016,2,2240
Saiga SG125   (2004-2016),SUMCO,2016,2,4425
S-Force  50 2t (modelo actual),SUMCO,2016,2,6279
S-Joy  50 4t (modelo actual),SUMCO,2016,2,2938
S-Power  50 2t (modelo actual),SUMCO,2016,2,10907
Streeter ST125   (modelo actual),SUMCO,2016,2,7705
Surf  100 (modelo actual),SUMCO,2016,2,7991
Surf  VR125 (modelo actual),SUMCO,2016,2,6161
Surf  VR250 (modelo actual),SUMCO,2016,2,1639
Surf VR125   (2009-2016),SUMCO,2016,2,4463
TRAVELLER  125 (modelo actual),SUMCO,2016,2,6494
T-REX  125 (modelo actual),SUMCO,2016,2,4490
Vita 125   (2013-2016),SUMCO,2016,2,10998
X3  50 4t (modelo actual),SUMCO,2016,2,10862
Ace 125   (modelo actual),SUMCO,2017,2,6599
DINGO  125 (modelo actual),SUMCO,2017,2,4920
KIRA  125 (modelo actual),SUMCO,2017,2,2603
KIRA 250 SM   (modelo actual),SUMCO,2017,2,8202
Luna EFI 125   (modelo actual),SUMCO,2017,2,7298
Luna LN50   (modelo actual),SUMCO,2017,2,4679
MASTER  MT 125 (modelo actual),SUMCO,2017,2,8283
MASTER MR125   (modelo actual),SUMCO,2017,2,5736
Mohicano MH125   (modelo actual),SUMCO,2017,2,7566
Rocket  125 (modelo actual),SUMCO,2017,2,9014
Rommi 125   (modelo actual),SUMCO,2017,2,5050
Saiga EFI 125   (modelo actual),SUMCO,2017,2,10019
Saiga SD150   (modelo actual),SUMCO,2017,2,7956
S-Force  50 2t (modelo actual),SUMCO,2017,2,2109
S-Joy  50 4t (modelo actual),SUMCO,2017,2,4622
S-Power  50 2t (modelo actual),SUMCO,2017,2,10579
Streeter ST125   (modelo actual),SUMCO,2017,2,5964
Surf  100 (modelo actual),SUMCO,2017,2,3403
Surf  VR125 (modelo actual),SUMCO,2017,2,8943
Surf  VR250 (modelo actual),SUMCO,2017,2,4772
TRAVELLER  125 (modelo actual),SUMCO,2017,2,5507
T-REX  125 (modelo actual),SUMCO,2017,2,2744
X3  50 4t (modelo actual),SUMCO,2017,2,7041
Ace 125   (modelo actual),SUMCO,2018,2,8935
DINGO  125 (modelo actual),SUMCO,2018,2,10242
KIRA  125 (modelo actual),SUMCO,2018,2,7605
KIRA 250 SM   (modelo actual),SUMCO,2018,2,4802
Luna EFI 125   (modelo actual),SUMCO,2018,2,9773
Luna LN50   (modelo actual),SUMCO,2018,2,9361
MASTER  MT 125 (modelo actual),SUMCO,2018,2,10200
MASTER MR125   (modelo actual),SUMCO,2018,2,3065
Mohicano MH125   (modelo actual),SUMCO,2018,2,10902
Rocket  125 (modelo actual),SUMCO,2018,2,9406
Rocket EFI 125   (modelo actual),SUMCO,2018,2,9622
Rommi 125   (modelo actual),SUMCO,2018,2,7836
Saiga EFI 125   (modelo actual),SUMCO,2018,2,4231
Saiga SD150   (modelo actual),SUMCO,2018,2,4088
S-Force  50 2t (modelo actual),SUMCO,2018,2,1519
S-Joy  50 4t (modelo actual),SUMCO,2018,2,2997
S-Power  50 2t (modelo actual),SUMCO,2018,2,2457
Streeter ST125   (modelo actual),SUMCO,2018,2,6918
Surf  100 (modelo actual),SUMCO,2018,2,3469
Surf  VR125 (modelo actual),SUMCO,2018,2,2733
Surf  VR250 (modelo actual),SUMCO,2018,2,8761
TRAVELLER  125 (modelo actual),SUMCO,2018,2,7136
T-REX  125 (modelo actual),SUMCO,2018,2,3628
X3  50 4t (modelo actual),SUMCO,2018,2,3174
Ace 125   (modelo actual),SUMCO,2019,2,8822
DINGO  125 (modelo actual),SUMCO,2019,2,5214
KIRA  125 (modelo actual),SUMCO,2019,2,2474
KIRA 250 SM   (modelo actual),SUMCO,2019,2,10119
Luna EFI 125   (modelo actual),SUMCO,2019,2,2660
Luna LN50   (modelo actual),SUMCO,2019,2,6513
MASTER  MT 125 (modelo actual),SUMCO,2019,2,5141
MASTER MR125   (modelo actual),SUMCO,2019,2,1800
Mohicano MH125   (modelo actual),SUMCO,2019,2,8085
Rocket  125 (modelo actual),SUMCO,2019,2,10677
Rocket EFI 125   (modelo actual),SUMCO,2019,2,2876
Rommi 125   (modelo actual),SUMCO,2019,2,5742
Saiga EFI 125   (modelo actual),SUMCO,2019,2,7448
Saiga SD150   (modelo actual),SUMCO,2019,2,4879
S-Force  50 2t (modelo actual),SUMCO,2019,2,6711
S-Joy  50 4t (modelo actual),SUMCO,2019,2,8995
S-Power  50 2t (modelo actual),SUMCO,2019,2,7085
Streeter ST125   (modelo actual),SUMCO,2019,2,1628
Surf  100 (modelo actual),SUMCO,2019,2,6913
Surf  VR125 (modelo actual),SUMCO,2019,2,10301
Surf  VR250 (modelo actual),SUMCO,2019,2,10283
TRAVELLER  125 (modelo actual),SUMCO,2019,2,6935
T-REX  125 (modelo actual),SUMCO,2019,2,7325
X3  50 4t (modelo actual),SUMCO,2019,2,9585
Ace 125   (modelo actual),SUMCO,2020,2,9780
Cargo EFI 125   (modelo actual),SUMCO,2020,2,7411
DINGO  125 (modelo actual),SUMCO,2020,2,1632
KIRA  125 (modelo actual),SUMCO,2020,2,3204
KIRA 250 SM   (modelo actual),SUMCO,2020,2,6133
Luna EFI 125   (modelo actual),SUMCO,2020,2,10452
Luna LN50   (modelo actual),SUMCO,2020,2,5707
MASTER  MT 125 (modelo actual),SUMCO,2020,2,4061
Master EFI 125   (modelo actual),SUMCO,2020,2,6599
MASTER MR125   (modelo actual),SUMCO,2020,2,6472
Mohicano MH125   (modelo actual),SUMCO,2020,2,8041
Rocket  125 (modelo actual),SUMCO,2020,2,10261
Rocket EFI 125   (modelo actual),SUMCO,2020,2,4117
Rommi 125   (modelo actual),SUMCO,2020,2,4835
Saiga EFI 125   (modelo actual),SUMCO,2020,2,6386
Saiga SD150   (modelo actual),SUMCO,2020,2,9381
S-Force  50 2t (modelo actual),SUMCO,2020,2,9429
S-Joy  50 4t (modelo actual),SUMCO,2020,2,3954
S-Joy EFI 125   (modelo actual),SUMCO,2020,2,5512
S-Power  50 2t (modelo actual),SUMCO,2020,2,8526
Streeter ST125   (modelo actual),SUMCO,2020,2,5216
Surf  100 (modelo actual),SUMCO,2020,2,5694
Surf  VR125 (modelo actual),SUMCO,2020,2,5485
Surf  VR250 (modelo actual),SUMCO,2020,2,6975
TRAVELLER  125 (modelo actual),SUMCO,2020,2,7137
T-REX  125 (modelo actual),SUMCO,2020,2,10212
X3  50 4t (modelo actual),SUMCO,2020,2,9417
Ace 125   (modelo actual),SUMCO,2021,2,3047
Cargo EFI 125   (modelo actual),SUMCO,2021,2,3050
DINGO  125 (modelo actual),SUMCO,2021,2,2989
KIRA  125 (modelo actual),SUMCO,2021,2,10903
KIRA 250 SM   (modelo actual),SUMCO,2021,2,4969
Luna EFI 125   (modelo actual),SUMCO,2021,2,5195
Luna LN50   (modelo actual),SUMCO,2021,2,9908
MASTER  MT 125 (modelo actual),SUMCO,2021,2,2486
Master EFI 125   (modelo actual),SUMCO,2021,2,4869
MASTER MR125   (modelo actual),SUMCO,2021,2,5645
Mohicano MH125   (modelo actual),SUMCO,2021,2,10515
Rocket  125 (modelo actual),SUMCO,2021,2,2262
Rocket EFI 125   (modelo actual),SUMCO,2021,2,8159
Rommi 125   (modelo actual),SUMCO,2021,2,4632
Saiga EFI 125   (modelo actual),SUMCO,2021,2,9299
Saiga SD150   (modelo actual),SUMCO,2021,2,5710
S-Force  50 2t (modelo actual),SUMCO,2021,2,4993
S-Joy  50 4t (modelo actual),SUMCO,2021,2,9602
S-Joy EFI 125   (modelo actual),SUMCO,2021,2,7208
S-Power  50 2t (modelo actual),SUMCO,2021,2,3848
Streeter ST125   (modelo actual),SUMCO,2021,2,7216
Surf  100 (modelo actual),SUMCO,2021,2,10198
Surf  VR125 (modelo actual),SUMCO,2021,2,10180
Surf  VR250 (modelo actual),SUMCO,2021,2,4785
TRAVELLER  125 (modelo actual),SUMCO,2021,2,7936
T-REX  125 (modelo actual),SUMCO,2021,2,6781
X3  50 4t (modelo actual),SUMCO,2021,2,4481
Verona 125   (modelo actual),ALPINA RENANIA,2006,2,7676
Verona 125   (modelo actual),ALPINA RENANIA,2007,2,6023
Verona 125   (modelo actual),ALPINA RENANIA,2008,2,4273
Verona 125   (modelo actual),ALPINA RENANIA,2009,2,4509
DELIVERY 125   (modelo actual),ALPINA RENANIA,2010,2,3171
DELIVERY 50   (modelo actual),ALPINA RENANIA,2010,2,8242
Loreto 125   (modelo actual),ALPINA RENANIA,2010,2,2038
Loreto 50   (modelo actual),ALPINA RENANIA,2010,2,10664
SIENA 125 4T   (modelo actual),ALPINA RENANIA,2010,2,6391
Verona 125   (modelo actual),ALPINA RENANIA,2010,2,1833
Chopper 125   (2011-2014),ALPINA RENANIA,2011,2,3649
Chopper 250   (2011-2014),ALPINA RENANIA,2011,2,6653
DELIVERY 125   (modelo actual),ALPINA RENANIA,2011,2,5742
DELIVERY 50   (modelo actual),ALPINA RENANIA,2011,2,5084
Loreto 125   (modelo actual),ALPINA RENANIA,2011,2,10765
Loreto 50   (modelo actual),ALPINA RENANIA,2011,2,3424
SIENA 125 4T   (modelo actual),ALPINA RENANIA,2011,2,5339
Verona 125   (modelo actual),ALPINA RENANIA,2011,2,2139
Chopper 125   (2011-2014),ALPINA RENANIA,2012,2,4442
Chopper 250   (2011-2014),ALPINA RENANIA,2012,2,6390
DELIVERY 125   (modelo actual),ALPINA RENANIA,2012,2,5276
DELIVERY 50   (modelo actual),ALPINA RENANIA,2012,2,3619
Loreto 125   (modelo actual),ALPINA RENANIA,2012,2,10850
Loreto 50   (modelo actual),ALPINA RENANIA,2012,2,4992
SIENA 125 4T   (modelo actual),ALPINA RENANIA,2012,2,4943
Verona 125   (modelo actual),ALPINA RENANIA,2012,2,6359
Chopper 125   (2011-2014),ALPINA RENANIA,2013,2,3456
Chopper 250   (2011-2014),ALPINA RENANIA,2013,2,10274
DELIVERY 125   (modelo actual),ALPINA RENANIA,2013,2,2675
DELIVERY 50   (modelo actual),ALPINA RENANIA,2013,2,7428
Loreto 125   (modelo actual),ALPINA RENANIA,2013,2,6849
Loreto 50   (modelo actual),ALPINA RENANIA,2013,2,1935
SIENA 125 4T   (modelo actual),ALPINA RENANIA,2013,2,8362
Verona 125   (modelo actual),ALPINA RENANIA,2013,2,7439
Chopper 125   (2011-2014),ALPINA RENANIA,2014,2,3936
Chopper 250   (2011-2014),ALPINA RENANIA,2014,2,6283
DELIVERY 125   (modelo actual),ALPINA RENANIA,2014,2,6777
DELIVERY 50   (modelo actual),ALPINA RENANIA,2014,2,7712
Loreto 125   (modelo actual),ALPINA RENANIA,2014,2,2526
Loreto 50   (modelo actual),ALPINA RENANIA,2014,2,5741
SIENA 125 4T   (modelo actual),ALPINA RENANIA,2014,2,10903
Verona 125   (modelo actual),ALPINA RENANIA,2014,2,3535
DELIVERY 125   (modelo actual),ALPINA RENANIA,2015,2,5144
DELIVERY 50   (modelo actual),ALPINA RENANIA,2015,2,9722
Loreto 125   (modelo actual),ALPINA RENANIA,2015,2,2007
Loreto 50   (modelo actual),ALPINA RENANIA,2015,2,7440
SIENA 125 4T   (modelo actual),ALPINA RENANIA,2015,2,6537
Verona 125   (modelo actual),ALPINA RENANIA,2015,2,8008
DELIVERY 125   (modelo actual),ALPINA RENANIA,2016,2,8772
DELIVERY 50   (modelo actual),ALPINA RENANIA,2016,2,9292
Loreto 125   (modelo actual),ALPINA RENANIA,2016,2,1791
Loreto 50   (modelo actual),ALPINA RENANIA,2016,2,6769
SIENA 125 4T   (modelo actual),ALPINA RENANIA,2016,2,3776
Verona 125   (modelo actual),ALPINA RENANIA,2016,2,1838
DELIVERY 125   (modelo actual),ALPINA RENANIA,2017,2,8373
DELIVERY 50   (modelo actual),ALPINA RENANIA,2017,2,6123
Loreto 125   (modelo actual),ALPINA RENANIA,2017,2,2419
Loreto 50   (modelo actual),ALPINA RENANIA,2017,2,6135
SIENA 125 4T   (modelo actual),ALPINA RENANIA,2017,2,9363
Verona 125   (modelo actual),ALPINA RENANIA,2017,2,2192
DELIVERY 125   (modelo actual),ALPINA RENANIA,2018,2,10660
DELIVERY 50   (modelo actual),ALPINA RENANIA,2018,2,7444
Loreto 125   (modelo actual),ALPINA RENANIA,2018,2,3263
Loreto 50   (modelo actual),ALPINA RENANIA,2018,2,8967
SIENA 125 4T   (modelo actual),ALPINA RENANIA,2018,2,1558
Verona 125   (modelo actual),ALPINA RENANIA,2018,2,3690
DELIVERY 125   (modelo actual),ALPINA RENANIA,2019,2,8872
DELIVERY 50   (modelo actual),ALPINA RENANIA,2019,2,8271
Loreto 125   (modelo actual),ALPINA RENANIA,2019,2,10785
Loreto 50   (modelo actual),ALPINA RENANIA,2019,2,6516
SIENA 125 4T   (modelo actual),ALPINA RENANIA,2019,2,7559
Verona 125   (modelo actual),ALPINA RENANIA,2019,2,3358
DELIVERY 125   (modelo actual),ALPINA RENANIA,2020,2,3384
DELIVERY 50   (modelo actual),ALPINA RENANIA,2020,2,7173
Loreto 125   (modelo actual),ALPINA RENANIA,2020,2,1597
Loreto 50   (modelo actual),ALPINA RENANIA,2020,2,3211
SIENA 125 4T   (modelo actual),ALPINA RENANIA,2020,2,10632
Verona 125   (modelo actual),ALPINA RENANIA,2020,2,1784
DELIVERY 125   (modelo actual),ALPINA RENANIA,2021,2,8171
DELIVERY 50   (modelo actual),ALPINA RENANIA,2021,2,4667
Loreto 125   (modelo actual),ALPINA RENANIA,2021,2,2495
Loreto 50   (modelo actual),ALPINA RENANIA,2021,2,9175
SIENA 125 4T   (modelo actual),ALPINA RENANIA,2021,2,7321
Verona 125   (modelo actual),ALPINA RENANIA,2021,2,2903
Hussar 50   (2004-2009),CPI,2004,2,2155
Oliver 50   (2004-2009),CPI,2004,2,4369
Popcorn 50   (2004-2009),CPI,2004,2,6892
Hussar 50   (2004-2009),CPI,2005,2,6838
Oliver 50   (2004-2009),CPI,2005,2,6221
Popcorn 50   (2004-2009),CPI,2005,2,8791
GTR 50   (2006-2009),CPI,2006,2,6570
Hussar 50   (2004-2009),CPI,2006,2,2266
Oliver 50   (2004-2009),CPI,2006,2,1571
Oliver City 125   (2006-2009),CPI,2006,2,6811
Oliver City 50   (2006-2009),CPI,2006,2,2499
Oliver Sport 50   (2006-2009),CPI,2006,2,8869
Popcorn 50   (2004-2009),CPI,2006,2,9763
GTR 50   (2006-2009),CPI,2007,2,9992
HRD Enduro 50   (2007-2009),CPI,2007,2,5270
HRD Supermotard 50   (2007-2009),CPI,2007,2,10045
Hussar 50   (2004-2009),CPI,2007,2,1582
Oliver 50   (2004-2009),CPI,2007,2,6312
Oliver City 125   (2006-2009),CPI,2007,2,2248
Oliver City 50   (2006-2009),CPI,2007,2,6150
Oliver Sport 50   (2006-2009),CPI,2007,2,7932
Popcorn 50   (2004-2009),CPI,2007,2,2513
Aragon 50   (2008-2010),CPI,2008,2,9721
GTR 50   (2006-2009),CPI,2008,2,4416
HRD Enduro 50   (2007-2009),CPI,2008,2,8499
HRD Supermotard 50   (2007-2009),CPI,2008,2,7202
Hussar 50   (2004-2009),CPI,2008,2,10374
Oliver 50   (2004-2009),CPI,2008,2,7535
Oliver City 125   (2006-2009),CPI,2008,2,4248
Oliver City 50   (2006-2009),CPI,2008,2,6319
Oliver Sport 50   (2006-2009),CPI,2008,2,4143
Popcorn 50   (2004-2009),CPI,2008,2,9996
Aragon 125   (2009-2011),CPI,2009,2,4314
Aragon 125 GP   (2009-2011),CPI,2009,2,7235
Aragon 50   (2008-2010),CPI,2009,2,2931
Aragon 50 Club   (2009-2011),CPI,2009,2,2919
Aragon 50 GP   (2009-2011),CPI,2009,2,3711
Aragon 50 GP Paddock   (2009-2011),CPI,2009,2,3902
Formula R 50   (2009-2011),CPI,2009,2,6011
GTR 50   (2006-2009),CPI,2009,2,5913
GTR 50 RR   (2009-2011),CPI,2009,2,1744
HRD Enduro 50   (2007-2009),CPI,2009,2,3011
HRD Supermotard 50   (2007-2009),CPI,2009,2,4266
Hussar 50   (2004-2009),CPI,2009,2,7672
Oliver 50   (2004-2009),CPI,2009,2,9778
Oliver City 125   (2006-2009),CPI,2009,2,9840
Oliver City 50   (2006-2009),CPI,2009,2,2237
Oliver Sport 50   (2006-2009),CPI,2009,2,4924
Popcorn 50   (2004-2009),CPI,2009,2,8033
SM 50   (2009-2011),CPI,2009,2,7250
SMX 50   (2009-2011),CPI,2009,2,8104
SX 50   (modelo actual),CPI,2009,2,3785
Aragon 125   (2009-2011),CPI,2010,2,3344
Aragon 125 GP   (2009-2011),CPI,2010,2,9561
Aragon 50   (2008-2010),CPI,2010,2,1659
Aragon 50 Club   (2009-2011),CPI,2010,2,10754
Aragon 50 GP   (2009-2011),CPI,2010,2,10992
Aragon 50 GP Paddock   (2009-2011),CPI,2010,2,2236
Formula R 50   (2009-2011),CPI,2010,2,3663
GTR 50 RR   (2009-2011),CPI,2010,2,8737
SM 50   (2009-2011),CPI,2010,2,8952
SMX 50   (2009-2011),CPI,2010,2,5755
SX 50   (modelo actual),CPI,2010,2,8627
Aragon 125   (2009-2011),CPI,2011,2,1714
Aragon 125 GP   (2009-2011),CPI,2011,2,3274
Aragon 50 Club   (2009-2011),CPI,2011,2,10971
Aragon 50 GP   (2009-2011),CPI,2011,2,7339
Aragon 50 GP Paddock   (2009-2011),CPI,2011,2,7206
Formula R 50   (2009-2011),CPI,2011,2,4966
GTR 50 RR   (2009-2011),CPI,2011,2,3282
SM 50   (2009-2011),CPI,2011,2,5832
SMX 50   (2009-2011),CPI,2011,2,7452
SX 50   (modelo actual),CPI,2011,2,5250
SX 50   (modelo actual),CPI,2012,2,5527
SX 50   (modelo actual),CPI,2013,2,7963
SX 50   (modelo actual),CPI,2014,2,6480
SX 50   (modelo actual),CPI,2015,2,6558
SX 50   (modelo actual),CPI,2016,2,9225
SX 50   (modelo actual),CPI,2017,2,5846
SX 50   (modelo actual),CPI,2018,2,8194
SX 50   (modelo actual),CPI,2019,2,4610
SX 50   (modelo actual),CPI,2020,2,5167
SX 50   (modelo actual),CPI,2021,2,3676
Motor Bingo 125   (1999-2008),UNIVERSAL MOTOR,1999,2,9651
Motor Bingo 50   (1999-2008),UNIVERSAL MOTOR,1999,2,5616
Motor Bingo 125   (1999-2008),UNIVERSAL MOTOR,2000,2,7505
Motor Bingo 50   (1999-2008),UNIVERSAL MOTOR,2000,2,4140
Motor Bingo 125   (1999-2008),UNIVERSAL MOTOR,2001,2,8173
Motor Bingo 50   (1999-2008),UNIVERSAL MOTOR,2001,2,5907
Motor Bingo 125   (1999-2008),UNIVERSAL MOTOR,2002,2,3574
Motor Bingo 50   (1999-2008),UNIVERSAL MOTOR,2002,2,5404
Motor Bingo 125   (1999-2008),UNIVERSAL MOTOR,2003,2,8477
Motor Bingo 50   (1999-2008),UNIVERSAL MOTOR,2003,2,2980
Motor Bingo 125   (1999-2008),UNIVERSAL MOTOR,2004,2,4618
Motor Bingo 50   (1999-2008),UNIVERSAL MOTOR,2004,2,1645
Motor Bingo 125   (1999-2008),UNIVERSAL MOTOR,2005,2,3581
Motor Bingo 50   (1999-2008),UNIVERSAL MOTOR,2005,2,6715
Motor Bingo 125   (1999-2008),UNIVERSAL MOTOR,2006,2,2978
Motor Bingo 50   (1999-2008),UNIVERSAL MOTOR,2006,2,2975
Motor Bingo 125   (1999-2008),UNIVERSAL MOTOR,2007,2,2138
Motor Bingo 50   (1999-2008),UNIVERSAL MOTOR,2007,2,6930
Motor Bingo 125   (1999-2008),UNIVERSAL MOTOR,2008,2,7659
Motor Bingo 50   (1999-2008),UNIVERSAL MOTOR,2008,2,3203
Eagle 125   (modelo actual),TBQ,2004,2,7798
Eagle 250   (2004-2016),TBQ,2004,2,9417
Eagle Compact 125   (2004-2016),TBQ,2004,2,10058
Eagle LC 125   (modelo actual),TBQ,2004,2,7750
Storm Wind 125   (2004-2009),TBQ,2004,2,4999
Street Fire 125   (2004-2016),TBQ,2004,2,3347
Eagle 125   (modelo actual),TBQ,2005,2,4797
Eagle 250   (2004-2016),TBQ,2005,2,8511
Eagle Compact 125   (2004-2016),TBQ,2005,2,7877
Eagle LC 125   (modelo actual),TBQ,2005,2,8278
Storm Wind 125   (2004-2009),TBQ,2005,2,7803
Street Fire 125   (2004-2016),TBQ,2005,2,10724
Eagle 125   (modelo actual),TBQ,2006,2,6428
Eagle 250   (2004-2016),TBQ,2006,2,5170
Eagle Compact 125   (2004-2016),TBQ,2006,2,6799
Eagle LC 125   (modelo actual),TBQ,2006,2,9895
SPX USA 50   (modelo actual),TBQ,2006,2,7801
Storm Wind 125   (2004-2009),TBQ,2006,2,1541
Street Fire 125   (2004-2016),TBQ,2006,2,3457
CITYMAX 125   (modelo actual),TBQ,2007,2,5843
CITYMAX 250   (modelo actual),TBQ,2007,2,2702
Eagle 125   (modelo actual),TBQ,2007,2,10079
Eagle 250   (2004-2016),TBQ,2007,2,4558
Eagle Compact 125   (2004-2016),TBQ,2007,2,10517
Eagle LC 125   (modelo actual),TBQ,2007,2,6811
FREE 125   (2007-2010),TBQ,2007,2,2141
SKY 125   (modelo actual),TBQ,2007,2,8798
SPX USA 50   (modelo actual),TBQ,2007,2,3814
Storm Wind 125   (2004-2009),TBQ,2007,2,3061
Street Fire 125   (2004-2016),TBQ,2007,2,4653
T19 125   (2007-2016),TBQ,2007,2,4847
CITYMAX 125   (modelo actual),TBQ,2008,2,10777
CITYMAX 250   (modelo actual),TBQ,2008,2,5254
Eagle 125   (modelo actual),TBQ,2008,2,5429
Eagle 250   (2004-2016),TBQ,2008,2,4820
Eagle Compact 125   (2004-2016),TBQ,2008,2,9464
Eagle LC 125   (modelo actual),TBQ,2008,2,3035
FREE 125   (2007-2010),TBQ,2008,2,5829
